SN: 20240004,,,,,,,,,,,,,,
Software version: 3.0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
millis,stampunix,datetime,RH,tempC,CH4smV, CH4rmV, VbatmV, K33_RH, K33_Temp, K33_CO2, SampleNumber, PumpCycle,,
2878000,1725871877, 2024/9/9 8:51:17,30.57,37.63,208.5,2111.25,3774.41,28.02,34.97,705,1438,1,,
2879998,1725871879, 2024/9/9 8:51:19,30.62,37.65,208.5,2111.25,3774.41,28.02,34.97,705,1439,1,,
2881999,1725871881, 2024/9/9 8:51:21,30.62,37.66,208.5,2111.25,3769.53,28.02,34.97,705,1440,1,,
2884000,1725871883, 2024/9/9 8:51:23,30.59,37.67,208.69,2111.44,3769.53,27.59,34.97,715,1441,1,,
2885999,1725871885, 2024/9/9 8:51:25,30.63,37.66,208.5,2111.62,3774.41,27.59,34.97,715,1442,1,,
2887999,1725871887, 2024/9/9 8:51:27,30.64,37.69,208.69,2111.62,3769.53,27.59,34.97,715,1443,1,,
2890000,1725871889, 2024/9/9 8:51:29,30.56,37.68,208.69,2111.62,3774.41,27.59,34.97,715,1444,1,,
2892000,1725871891, 2024/9/9 8:51:31,30.65,37.69,208.69,2111.62,3779.3,27.59,34.97,715,1445,1,,
2893999,1725871893, 2024/9/9 8:51:33,30.6,37.71,208.69,2111.81,3769.53,27.59,34.97,715,1446,1,,
2896000,1725871895, 2024/9/9 8:51:35,30.6,37.71,208.69,2111.62,3774.41,27.59,34.97,715,1447,1,,
2897999,1725871897, 2024/9/9 8:51:37,30.64,37.71,208.69,2111.81,3774.41,27.59,34.97,715,1448,1,,
2899998,1725871899, 2024/9/9 8:51:39,30.66,37.7,208.69,2111.81,3774.41,27.59,34.97,715,1449,1,,
2901999,1725871901, 2024/9/9 8:51:41,30.64,37.71,208.69,2112,3769.53,27.59,34.97,715,1450,1,,
2903999,1725871903, 2024/9/9 8:51:43,30.62,37.71,208.69,2112,3769.53,27.59,34.97,715,1451,1,,
2905999,1725871905, 2024/9/9 8:51:45,30.64,37.71,208.69,2112,3779.3,27.59,34.97,715,1452,1,,
2908000,1725871907, 2024/9/9 8:51:47,30.65,37.74,208.88,2112.19,3769.53,27.59,34.97,715,1453,1,,
2910000,1725871909, 2024/9/9 8:51:49,30.61,37.73,208.69,2112.37,3769.53,27.59,34.97,715,1454,1,,
2911998,1725871911, 2024/9/9 8:51:51,30.63,37.73,208.69,2112.37,3769.53,27.59,34.97,715,1455,1,,
2913999,1725871913, 2024/9/9 8:51:53,30.6,37.74,208.88,2112.37,3774.41,27.59,34.97,715,1456,1,,
2915999,1725871915, 2024/9/9 8:51:55,30.66,37.75,208.69,2112.37,3779.3,27.59,34.97,715,1457,1,,
2917999,1725871917, 2024/9/9 8:51:57,30.66,37.77,208.88,2112.56,3769.53,27.59,34.97,715,1458,1,,
2919999,1725871919, 2024/9/9 8:51:59,30.65,37.76,208.88,2112.75,3769.53,27.59,34.97,715,1459,1,,
2921999,1725871921, 2024/9/9 8:52:1,30.66,37.77,208.88,2112.56,3774.41,27.59,34.97,715,1460,1,,
2924000,1725871923, 2024/9/9 8:52:3,30.64,37.77,208.88,2112.75,3764.65,27.59,34.97,715,1461,1,,
2925999,1725871925, 2024/9/9 8:52:5,30.6,37.79,208.88,2112.75,3769.53,27.59,34.97,715,1462,1,,
2927998,1725871927, 2024/9/9 8:52:7,30.55,37.77,208.88,2112.75,3774.41,27.59,34.97,715,1463,1,,
2929998,1725871929, 2024/9/9 8:52:9,30.52,37.79,208.88,2112.94,3774.41,27.59,34.97,715,1464,1,,
2931999,1725871931, 2024/9/9 8:52:11,30.55,37.77,208.88,2112.94,3769.53,27.59,34.97,715,1465,1,,
2933999,1725871933, 2024/9/9 8:52:13,30.48,37.79,208.88,2112.94,3764.65,27.59,34.97,715,1466,1,,
2935999,1725871935, 2024/9/9 8:52:15,30.55,37.8,208.88,2113.12,3769.53,27.59,34.97,715,1467,1,,
2937999,1725871937, 2024/9/9 8:52:17,30.53,37.79,208.88,2113.12,3769.53,27.59,34.97,715,1468,1,,
2939999,1725871939, 2024/9/9 8:52:19,30.58,37.81,209.06,2113.12,3769.53,27.59,34.97,715,1469,1,,
2941999,1725871941, 2024/9/9 8:52:21,30.53,37.83,208.88,2113.12,3774.41,27.59,34.97,715,1470,1,,
2943998,1725871943, 2024/9/9 8:52:23,30.55,37.83,209.06,2113.31,3774.41,27.59,34.97,715,1471,1,,
2945999,1725871945, 2024/9/9 8:52:25,30.55,37.81,208.88,2113.31,3774.41,27.59,34.97,715,1472,1,,
2948000,1725871947, 2024/9/9 8:52:27,30.51,37.82,209.25,2113.5,3764.65,27.59,34.97,715,1473,1,,
2949999,1725871949, 2024/9/9 8:52:29,30.53,37.83,209.06,2113.69,3774.41,27.59,34.97,715,1474,1,,
2951999,1725871951, 2024/9/9 8:52:31,30.52,37.84,209.06,2113.69,3769.53,27.59,34.97,715,1475,1,,
2954000,1725871953, 2024/9/9 8:52:33,30.52,37.86,209.25,2113.69,3769.53,27.59,34.97,715,1476,1,,
2955999,1725871955, 2024/9/9 8:52:35,30.51,37.85,209.25,2113.69,3769.53,27.59,34.97,715,1477,1,,
2957999,1725871957, 2024/9/9 8:52:37,30.48,37.85,209.06,2113.87,3764.65,27.59,34.97,715,1478,1,,
2959998,1725871959, 2024/9/9 8:52:39,30.4,37.86,209.06,2113.87,3769.53,27.59,34.97,715,1479,1,,
2961998,1725871961, 2024/9/9 8:52:41,30.42,37.87,209.06,2113.87,3769.53,27.59,34.97,715,1480,1,,
2963999,1725871963, 2024/9/9 8:52:43,30.5,37.91,209.06,2113.87,3764.65,27.59,34.97,715,1481,1,,
2965999,1725871965, 2024/9/9 8:52:45,30.55,37.91,209.25,2114.06,3769.53,27.59,34.97,715,1482,1,,
2967999,1725871967, 2024/9/9 8:52:47,30.64,37.93,209.25,2114.25,3769.53,27.59,34.97,715,1483,1,,
2969999,1725871969, 2024/9/9 8:52:49,30.64,37.96,209.44,2114.25,3759.77,27.59,34.97,715,1484,1,,
2972000,1725871971, 2024/9/9 8:52:51,30.72,37.97,209.44,2114.25,3769.53,27.59,34.97,715,1485,1,,
2973999,1725871973, 2024/9/9 8:52:53,30.73,37.97,209.44,2114.44,3764.65,27.59,34.97,715,1486,1,,
2975998,1725871975, 2024/9/9 8:52:55,30.67,37.99,209.63,2114.44,3774.41,27.59,34.97,715,1487,1,,
2977999,1725871977, 2024/9/9 8:52:57,30.59,37.99,209.63,2114.62,3764.65,27.59,34.97,715,1488,1,,
2979999,1725871979, 2024/9/9 8:52:59,30.55,37.99,209.63,2114.62,3764.65,27.59,34.97,715,1489,1,,
2981999,1725871981, 2024/9/9 8:53:1,30.58,37.98,209.63,2114.81,3764.65,27.59,34.97,715,1490,1,,
2984000,1725871983, 2024/9/9 8:53:3,30.64,37.99,209.63,2114.81,3769.53,27.59,34.97,715,1491,1,,
2985999,1725871985, 2024/9/9 8:53:5,30.63,37.99,209.44,2114.81,3769.53,27.59,34.97,715,1492,1,,
2987999,1725871987, 2024/9/9 8:53:7,30.69,37.99,209.44,2114.81,3769.53,27.59,34.97,715,1493,1,,
2990000,1725871989, 2024/9/9 8:53:9,30.62,37.98,209.44,2115,3774.41,27.59,34.97,715,1494,1,,
2992000,1725871991, 2024/9/9 8:53:11,30.62,37.97,209.44,2115,3769.53,27.59,34.97,715,1495,1,,
2993998,1725871993, 2024/9/9 8:53:13,30.6,37.99,209.44,2115,3769.53,27.59,34.97,715,1496,1,,
2995999,1725871995, 2024/9/9 8:53:15,30.63,37.99,209.44,2115,3764.65,27.59,34.97,715,1497,1,,
2997999,1725871997, 2024/9/9 8:53:17,30.66,37.99,209.25,2115.19,3764.65,27.59,34.97,715,1498,1,,
2999999,1725871999, 2024/9/9 8:53:19,30.69,37.99,209.44,2115.19,3764.65,27.59,34.97,715,1499,1,,
3001999,1725872001, 2024/9/9 8:53:21,30.71,37.98,209.44,2115.37,3769.53,27.59,34.97,715,1500,1,,
3004000,1725872003, 2024/9/9 8:53:23,30.72,37.99,209.44,2115.37,3759.77,27.59,34.97,715,1501,1,,
3005999,1725872005, 2024/9/9 8:53:25,30.7,38,209.25,2115.37,3774.41,27.59,34.97,715,1502,1,,
3007998,1725872007, 2024/9/9 8:53:27,30.72,38,209.25,2115.37,3769.53,27.59,34.97,715,1503,1,,
3009998,1725872009, 2024/9/9 8:53:29,30.7,38.01,209.63,2115.56,3769.53,27.59,34.97,715,1504,1,,
3011999,1725872011, 2024/9/9 8:53:31,30.69,38.02,209.44,2115.75,3764.65,27.59,34.97,715,1505,1,,
3014000,1725872013, 2024/9/9 8:53:33,30.68,38.04,209.44,2115.75,3769.53,27.59,34.97,715,1506,1,,
3015999,1725872015, 2024/9/9 8:53:35,30.7,38.06,209.44,2115.94,3764.65,27.59,34.97,715,1507,1,,
3017999,1725872017, 2024/9/9 8:53:37,31.03,38.1,209.63,2115.94,3754.88,27.59,34.97,715,1508,1,,
3019999,1725872019, 2024/9/9 8:53:39,31.13,38.12,209.81,2115.94,3764.65,27.59,34.97,715,1509,1,,
3021999,1725872021, 2024/9/9 8:53:41,31.27,38.12,209.81,2116.12,3764.65,27.59,34.97,715,1510,1,,
3023998,1725872023, 2024/9/9 8:53:43,31.08,38.1,210,2116.31,3764.65,27.59,34.97,715,1511,1,,
3025998,1725872025, 2024/9/9 8:53:45,30.95,38.12,210,2116.31,3764.65,27.59,34.97,715,1512,1,,
3027999,1725872027, 2024/9/9 8:53:47,30.78,38.12,209.81,2116.12,3759.77,27.59,34.97,715,1513,1,,
3029999,1725872029, 2024/9/9 8:53:49,30.56,38.12,209.81,2116.31,3759.77,27.59,34.97,715,1514,1,,
3031999,1725872031, 2024/9/9 8:53:51,30.51,38.12,210,2116.31,3769.53,27.59,34.97,715,1515,1,,
3034000,1725872033, 2024/9/9 8:53:53,30.43,38.14,210,2116.5,3769.53,27.59,34.97,715,1516,1,,
3035999,1725872035, 2024/9/9 8:53:55,30.47,38.15,210,2116.5,3759.77,27.59,34.97,715,1517,1,,
3038000,1725872037, 2024/9/9 8:53:57,30.44,38.13,210,2116.5,3764.65,27.59,34.97,715,1518,1,,
3040000,1725872039, 2024/9/9 8:53:59,30.44,38.14,210.19,2116.5,3764.65,27.59,34.97,715,1519,1,,
3041999,1725872041, 2024/9/9 8:54:1,30.42,38.14,210.19,2116.69,3769.53,27.59,34.97,715,1520,1,,
3043999,1725872043, 2024/9/9 8:54:3,30.37,38.14,210.56,2117.25,3750,27.59,35.4,715,1521,1,,
3045999,1725872045, 2024/9/9 8:54:5,30.35,38.14,210.56,2117.25,3647.46,27.59,35.4,715,1522,1,,
3047999,1725872047, 2024/9/9 8:54:7,30.38,38.16,210.56,2117.44,3642.58,27.59,35.4,715,1523,1,,
3049999,1725872049, 2024/9/9 8:54:9,30.35,38.19,210.56,2117.44,3637.7,27.59,35.4,715,1524,1,,
3052000,1725872051, 2024/9/9 8:54:11,30.35,38.16,210.56,2117.44,3637.7,27.59,35.4,715,1525,1,,
3053999,1725872053, 2024/9/9 8:54:13,30.31,38.18,210.56,2117.44,3642.58,27.59,35.4,715,1526,1,,
3055998,1725872055, 2024/9/9 8:54:15,30.34,38.17,210.56,2117.62,3647.46,27.59,35.4,715,1527,1,,
3057999,1725872057, 2024/9/9 8:54:17,30.35,38.18,210.19,2117.25,3750,27.59,35.4,715,1528,1,,
3059999,1725872059, 2024/9/9 8:54:19,30.39,38.16,210.19,2117.25,3745.12,27.59,35.4,715,1529,1,,
3061999,1725872061, 2024/9/9 8:54:21,30.45,38.17,210.19,2117.25,3745.12,27.59,35.4,715,1530,1,,
3063999,1725872063, 2024/9/9 8:54:23,30.41,38.2,210,2117.44,3740.23,27.34,35.4,711,1531,1,,
3065999,1725872065, 2024/9/9 8:54:25,30.39,38.22,210.19,2117.44,3740.23,27.34,35.4,711,1532,1,,
3067999,1725872067, 2024/9/9 8:54:27,30.42,38.2,210,2117.44,3745.12,27.34,35.4,711,1533,1,,
3070000,1725872069, 2024/9/9 8:54:29,30.41,38.19,210.19,2117.62,3740.23,27.34,35.4,711,1534,1,,
3072000,1725872071, 2024/9/9 8:54:31,30.39,38.2,210.19,2117.62,3735.35,27.34,35.4,711,1535,1,,
3073999,1725872073, 2024/9/9 8:54:33,30.37,38.2,210.19,2117.81,3740.23,27.34,35.4,711,1536,1,,
3075998,1725872075, 2024/9/9 8:54:35,30.37,38.2,210,2117.62,3745.12,27.34,35.4,711,1537,1,,
3077999,1725872077, 2024/9/9 8:54:37,30.31,38.23,210,2117.81,3735.35,27.34,35.4,711,1538,1,,
3079999,1725872079, 2024/9/9 8:54:39,30.24,38.21,210,2117.81,3740.23,27.34,35.4,711,1539,1,,
3081999,1725872081, 2024/9/9 8:54:41,30.27,38.23,210,2118,3745.12,27.34,35.4,711,1540,1,,
3083999,1725872083, 2024/9/9 8:54:43,30.18,38.23,210,2118.19,3740.23,27.34,35.4,711,1541,1,,
3085999,1725872085, 2024/9/9 8:54:45,30.14,38.22,210,2118,3740.23,27.34,35.4,711,1542,1,,
3088000,1725872087, 2024/9/9 8:54:47,30.1,38.23,210,2118,3740.23,27.34,35.4,711,1543,1,,
3089999,1725872089, 2024/9/9 8:54:49,30.08,38.24,210,2118.19,3740.23,27.34,35.4,711,1544,1,,
3091999,1725872091, 2024/9/9 8:54:51,30.03,38.24,209.81,2118.19,3740.23,27.34,35.4,711,1545,1,,
3093998,1725872093, 2024/9/9 8:54:53,30.07,38.24,209.81,2118.37,3735.35,27.34,35.4,711,1546,1,,
3095999,1725872095, 2024/9/9 8:54:55,30,38.26,209.81,2118.37,3740.23,27.34,35.4,711,1547,1,,
3097999,1725872097, 2024/9/9 8:54:57,29.95,38.24,210,2118.37,3740.23,27.34,35.4,711,1548,1,,
3099999,1725872099, 2024/9/9 8:54:59,29.92,38.24,209.81,2118.56,3740.23,27.34,35.4,711,1549,1,,
3101999,1725872101, 2024/9/9 8:55:1,29.9,38.28,210,2118.56,3740.23,27.34,35.4,711,1550,1,,
3103998,1725872103, 2024/9/9 8:55:3,29.87,38.25,209.81,2118.75,3740.23,27.34,35.4,711,1551,1,,
3105998,1725872105, 2024/9/9 8:55:5,29.84,38.28,209.81,2118.75,3745.12,27.34,35.4,711,1552,1,,
3107999,1725872107, 2024/9/9 8:55:7,29.83,38.27,209.81,2118.75,3740.23,27.34,35.4,711,1553,1,,
3109999,1725872109, 2024/9/9 8:55:9,29.76,38.27,209.81,2118.94,3740.23,27.34,35.4,711,1554,1,,
3111999,1725872111, 2024/9/9 8:55:11,29.77,38.28,209.81,2118.75,3740.23,27.34,35.4,711,1555,1,,
3113999,1725872113, 2024/9/9 8:55:13,29.77,38.28,209.81,2118.94,3735.35,27.34,35.4,711,1556,1,,
3116000,1725872115, 2024/9/9 8:55:15,29.75,38.28,209.81,2118.94,3735.35,27.34,35.4,711,1557,1,,
3117999,1725872117, 2024/9/9 8:55:17,29.72,38.28,209.81,2118.94,3740.23,27.34,35.4,711,1558,1,,
3119998,1725872119, 2024/9/9 8:55:19,29.74,38.3,209.63,2119.13,3745.12,27.34,35.4,711,1559,1,,
3121999,1725872121, 2024/9/9 8:55:21,29.67,38.28,209.63,2119.13,3745.12,27.34,35.4,711,1560,1,,
3124000,1725872123, 2024/9/9 8:55:23,29.65,38.31,209.63,2119.13,3735.35,27.34,35.4,711,1561,1,,
3125999,1725872125, 2024/9/9 8:55:25,29.62,38.32,209.63,2119.31,3740.23,27.34,35.4,711,1562,1,,
3127999,1725872127, 2024/9/9 8:55:27,29.62,38.3,209.63,2119.13,3740.23,27.34,35.4,711,1563,1,,
3130000,1725872129, 2024/9/9 8:55:29,29.64,38.3,209.63,2119.31,3745.12,27.34,35.4,711,1564,1,,
3131999,1725872131, 2024/9/9 8:55:31,29.57,38.31,209.44,2119.31,3740.23,27.34,35.4,711,1565,1,,
3134000,1725872133, 2024/9/9 8:55:33,29.62,38.32,209.44,2119.31,3745.12,27.34,35.4,711,1566,1,,
3135998,1725872135, 2024/9/9 8:55:35,29.56,38.33,209.44,2119.5,3745.12,27.34,35.4,711,1567,1,,
3137999,1725872137, 2024/9/9 8:55:37,29.53,38.33,209.44,2119.5,3740.23,27.34,35.4,711,1568,1,,
3139999,1725872139, 2024/9/9 8:55:39,29.49,38.34,209.44,2119.69,3740.23,27.34,35.4,711,1569,1,,
3142000,1725872141, 2024/9/9 8:55:41,29.48,38.32,209.44,2119.69,3735.35,27.34,35.4,711,1570,1,,
3143999,1725872143, 2024/9/9 8:55:43,29.44,38.34,209.25,2119.69,3745.12,27.34,35.4,711,1571,1,,
3146000,1725872145, 2024/9/9 8:55:45,29.4,38.34,209.25,2119.69,3745.12,27.34,35.4,711,1572,1,,
3147999,1725872147, 2024/9/9 8:55:47,29.31,38.35,209.25,2119.69,3740.23,27.34,35.4,711,1573,1,,
3149999,1725872149, 2024/9/9 8:55:49,29.29,38.35,209.25,2119.87,3740.23,27.34,35.4,711,1574,1,,
3152000,1725872151, 2024/9/9 8:55:51,29.32,38.34,209.25,2119.87,3740.23,27.34,35.4,711,1575,1,,
3153998,1725872153, 2024/9/9 8:55:53,29.35,38.36,209.25,2119.87,3740.23,27.34,35.4,711,1576,1,,
3155999,1725872155, 2024/9/9 8:55:55,29.33,38.35,209.25,2120.06,3740.23,27.34,35.4,711,1577,1,,
3157999,1725872157, 2024/9/9 8:55:57,29.29,38.36,209.25,2120.06,3740.23,27.34,35.4,711,1578,1,,
3159999,1725872159, 2024/9/9 8:55:59,29.3,38.35,209.25,2120.06,3740.23,27.34,35.4,711,1579,1,,
3161999,1725872161, 2024/9/9 8:56:1,29.29,38.37,209.06,2120.06,3740.23,27.34,35.4,711,1580,1,,
3163999,1725872163, 2024/9/9 8:56:3,29.36,38.38,209.06,2120.25,3740.23,27.34,35.4,711,1581,1,,
3166000,1725872165, 2024/9/9 8:56:5,29.34,38.36,209.06,2120.25,3740.23,27.34,35.4,711,1582,1,,
3167998,1725872167, 2024/9/9 8:56:7,29.44,38.37,209.06,2120.25,3735.35,27.34,35.4,711,1583,1,,
3169999,1725872169, 2024/9/9 8:56:9,29.39,38.38,209.06,2120.25,3740.23,27.34,35.4,711,1584,1,,
3171998,1725872171, 2024/9/9 8:56:11,29.42,38.38,209.06,2120.44,3740.23,27.34,35.4,711,1585,1,,
3173999,1725872173, 2024/9/9 8:56:13,29.46,38.39,209.06,2120.62,3735.35,27.34,35.4,711,1586,1,,
3175999,1725872175, 2024/9/9 8:56:15,29.41,38.39,209.06,2120.44,3740.23,27.34,35.4,711,1587,1,,
3178000,1725872177, 2024/9/9 8:56:17,29.43,38.41,208.88,2120.44,3735.35,27.34,35.4,711,1588,1,,
3180000,1725872179, 2024/9/9 8:56:19,29.35,38.39,209.06,2120.81,3740.23,27.34,35.4,711,1589,1,,
3182000,1725872181, 2024/9/9 8:56:21,29.34,38.4,209.06,2120.62,3740.23,27.34,35.4,711,1590,1,,
3183998,1725872184, 2024/9/9 8:56:24,29.26,38.39,209.06,2120.62,3740.23,27.34,35.4,711,1591,1,,
3185999,1725872186, 2024/9/9 8:56:26,29.23,38.42,209.06,2120.81,3735.35,27.34,35.4,711,1592,1,,
3187998,1725872188, 2024/9/9 8:56:28,29.22,38.41,209.06,2120.81,3740.23,27.34,35.4,711,1593,1,,
3189999,1725872190, 2024/9/9 8:56:30,29.13,38.42,209.06,2120.81,3740.23,27.34,35.4,711,1594,1,,
3191999,1725872192, 2024/9/9 8:56:32,29.16,38.41,208.88,2121,3740.23,27.34,35.4,711,1595,1,,
3193999,1725872194, 2024/9/9 8:56:34,29.15,38.41,208.88,2121,3740.23,27.34,35.4,711,1596,1,,
3195999,1725872196, 2024/9/9 8:56:36,29.13,38.43,208.88,2121,3735.35,27.34,35.4,711,1597,1,,
3197999,1725872198, 2024/9/9 8:56:38,29.16,38.41,208.88,2121,3745.12,27.34,35.4,711,1598,1,,
3199998,1725872200, 2024/9/9 8:56:40,29.19,38.41,208.88,2121.19,3745.12,27.34,35.4,711,1599,1,,
3201998,1725872202, 2024/9/9 8:56:42,29.24,38.43,208.88,2121.19,3740.23,27.34,35.4,711,1600,1,,
3203999,1725872204, 2024/9/9 8:56:44,29.26,38.43,208.88,2121.19,3740.23,27.34,35.4,711,1601,1,,
3205998,1725872206, 2024/9/9 8:56:46,29.25,38.44,208.88,2121.19,3735.35,27.34,35.4,711,1602,1,,
3207999,1725872208, 2024/9/9 8:56:48,29.28,38.47,208.88,2121.19,3750,27.34,35.4,711,1603,1,,
3209999,1725872210, 2024/9/9 8:56:50,29.34,38.45,208.88,2121.37,3745.12,27.34,35.4,711,1604,1,,
3211999,1725872212, 2024/9/9 8:56:52,29.26,38.44,208.88,2121.37,3730.47,27.34,35.4,711,1605,1,,
3214000,1725872214, 2024/9/9 8:56:54,29.24,38.44,208.88,2121.37,3745.12,27.34,35.4,711,1606,1,,
3215998,1725872216, 2024/9/9 8:56:56,29.25,38.47,208.88,2121.56,3740.23,27.34,35.4,711,1607,1,,
3217998,1725872218, 2024/9/9 8:56:58,29.17,38.45,208.88,2121.56,3740.23,27.34,35.4,711,1608,1,,
3219999,1725872220, 2024/9/9 8:57:0,29.14,38.46,208.88,2121.56,3740.23,27.34,35.4,711,1609,1,,
3221999,1725872222, 2024/9/9 8:57:2,29.16,38.47,208.88,2121.56,3735.35,27.34,35.4,711,1610,1,,
3223998,1725872224, 2024/9/9 8:57:4,29.11,38.46,209.25,2122.12,3710.94,27.34,35.74,711,1611,1,,
3225999,1725872226, 2024/9/9 8:57:6,29.11,38.48,209.25,2122.12,3642.58,27.34,35.74,711,1612,1,,
3227999,1725872228, 2024/9/9 8:57:8,29.14,38.49,209.25,2122.12,3642.58,27.34,35.74,711,1613,1,,
3230000,1725872230, 2024/9/9 8:57:10,29.09,38.46,209.25,2122.12,3647.46,27.34,35.74,711,1614,1,,
3232000,1725872232, 2024/9/9 8:57:12,29.06,38.49,209.25,2122.31,3642.58,27.34,35.74,711,1615,1,,
3233999,1725872234, 2024/9/9 8:57:14,29.06,38.49,209.25,2122.31,3642.58,27.34,35.74,711,1616,1,,
3235999,1725872236, 2024/9/9 8:57:16,29.01,38.51,209.25,2122.31,3652.34,27.34,35.74,711,1617,1,,
3237999,1725872238, 2024/9/9 8:57:18,28.99,38.49,208.69,2121.94,3774.41,27.34,35.74,711,1618,1,,
3240000,1725872240, 2024/9/9 8:57:20,28.96,38.52,208.88,2121.94,3769.53,27.34,35.74,711,1619,1,,
3242000,1725872242, 2024/9/9 8:57:22,28.92,38.52,208.88,2122.12,3769.53,27.34,35.74,711,1620,1,,
3244000,1725872244, 2024/9/9 8:57:24,28.94,38.51,208.88,2122.12,3774.41,25.62,35.74,553,1621,1,,
3245999,1725872246, 2024/9/9 8:57:26,28.95,38.51,208.88,2122.12,3774.41,25.62,35.74,553,1622,1,,
3247998,1725872248, 2024/9/9 8:57:28,28.96,38.53,208.88,2122.12,3764.65,25.62,35.74,553,1623,1,,
3249999,1725872250, 2024/9/9 8:57:30,28.93,38.52,208.88,2122.12,3774.41,25.62,35.74,553,1624,1,,
3252000,1725872252, 2024/9/9 8:57:32,28.93,38.51,208.88,2122.31,3769.53,25.62,35.74,553,1625,1,,
3253999,1725872254, 2024/9/9 8:57:34,28.94,38.53,208.88,2122.5,3774.41,25.62,35.74,553,1626,1,,
3255999,1725872256, 2024/9/9 8:57:36,28.91,38.53,208.88,2122.31,3764.65,25.62,35.74,553,1627,1,,
3257999,1725872258, 2024/9/9 8:57:38,28.95,38.54,208.88,2122.5,3759.77,25.62,35.74,553,1628,1,,
3260000,1725872260, 2024/9/9 8:57:40,28.95,38.53,208.88,2122.31,3769.53,25.62,35.74,553,1629,1,,
3261999,1725872262, 2024/9/9 8:57:42,28.95,38.56,208.88,2122.5,3764.65,25.62,35.74,553,1630,1,,
3264000,1725872264, 2024/9/9 8:57:44,28.81,38.54,208.88,2122.69,3769.53,25.62,35.74,553,1631,1,,
3265999,1725872266, 2024/9/9 8:57:46,28.82,38.54,208.88,2122.5,3764.65,25.62,35.74,553,1632,1,,
3267999,1725872268, 2024/9/9 8:57:48,28.84,38.57,208.88,2122.69,3774.41,25.62,35.74,553,1633,1,,
3269999,1725872270, 2024/9/9 8:57:50,28.85,38.55,208.88,2122.69,3769.53,25.62,35.74,553,1634,1,,
3271999,1725872272, 2024/9/9 8:57:52,28.85,38.54,208.88,2122.69,3764.65,25.62,35.74,553,1635,1,,
3273999,1725872274, 2024/9/9 8:57:54,28.85,38.56,208.88,2122.87,3769.53,25.62,35.74,553,1636,1,,
3275999,1725872276, 2024/9/9 8:57:56,28.87,38.58,208.88,2122.87,3764.65,25.62,35.74,553,1637,1,,
3277999,1725872278, 2024/9/9 8:57:58,28.87,38.57,208.88,2122.87,3769.53,25.62,35.74,553,1638,1,,
3279998,1725872280, 2024/9/9 8:58:0,28.88,38.55,208.88,2123.06,3769.53,25.62,35.74,553,1639,1,,
3281999,1725872282, 2024/9/9 8:58:2,28.95,38.59,208.69,2123.06,3769.53,25.62,35.74,553,1640,1,,
3283999,1725872284, 2024/9/9 8:58:4,28.94,38.59,208.88,2123.06,3769.53,25.62,35.74,553,1641,1,,
3285999,1725872286, 2024/9/9 8:58:6,28.91,38.58,208.69,2123.25,3764.65,25.62,35.74,553,1642,1,,
3287999,1725872288, 2024/9/9 8:58:8,28.89,38.58,208.69,2123.25,3769.53,25.62,35.74,553,1643,1,,
3289999,1725872290, 2024/9/9 8:58:10,28.84,38.6,208.69,2123.25,3764.65,25.62,35.74,553,1644,1,,
3291999,1725872292, 2024/9/9 8:58:12,28.82,38.6,208.69,2123.44,3769.53,25.62,35.74,553,1645,1,,
3293999,1725872294, 2024/9/9 8:58:14,28.78,38.6,208.69,2123.44,3769.53,25.62,35.74,553,1646,1,,
3295998,1725872296, 2024/9/9 8:58:16,28.72,38.59,208.69,2123.44,3769.53,25.62,35.74,553,1647,1,,
3297998,1725872298, 2024/9/9 8:58:18,28.76,38.61,208.69,2123.44,3769.53,25.62,35.74,553,1648,1,,
3299999,1725872300, 2024/9/9 8:58:20,28.7,38.59,208.69,2123.44,3769.53,25.62,35.74,553,1649,1,,
3302000,1725872302, 2024/9/9 8:58:22,28.76,38.63,208.69,2123.62,3764.65,25.62,35.74,553,1650,1,,
3303999,1725872304, 2024/9/9 8:58:24,28.76,38.63,208.69,2123.62,3769.53,25.62,35.74,553,1651,1,,
3305999,1725872306, 2024/9/9 8:58:26,28.7,38.61,208.69,2123.62,3769.53,25.62,35.74,553,1652,1,,
3307999,1725872308, 2024/9/9 8:58:28,28.65,38.62,208.69,2123.81,3774.41,25.62,35.74,553,1653,1,,
3310000,1725872310, 2024/9/9 8:58:30,28.7,38.63,208.69,2123.62,3769.53,25.62,35.74,553,1654,1,,
3311998,1725872312, 2024/9/9 8:58:32,28.74,38.63,208.69,2123.81,3764.65,25.62,35.74,553,1655,1,,
3313998,1725872314, 2024/9/9 8:58:34,28.68,38.63,208.69,2123.81,3774.41,25.62,35.74,553,1656,1,,
3315999,1725872316, 2024/9/9 8:58:36,28.66,38.66,208.69,2123.81,3764.65,25.62,35.74,553,1657,1,,
3317999,1725872318, 2024/9/9 8:58:38,28.63,38.66,208.5,2124,3764.65,25.62,35.74,553,1658,1,,
3319999,1725872320, 2024/9/9 8:58:40,28.59,38.63,208.5,2124.19,3764.65,25.62,35.74,553,1659,1,,
3321999,1725872322, 2024/9/9 8:58:42,28.57,38.65,208.5,2124,3764.65,25.62,35.74,553,1660,1,,
3323999,1725872324, 2024/9/9 8:58:44,28.65,38.64,208.5,2124.19,3774.41,25.62,35.74,553,1661,1,,
