SN: 20240004,,,,,,,,,,,,,,
Software version: 3.0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
millis,stampunix,datetime,RH,tempC,CH4smV, CH4rmV, VbatmV, K33_RH, K33_Temp, K33_CO2, SampleNumber, PumpCycle,,
2003999,1721637162, 2024/7/22 8:32:42,49.7,31.24,330.19,2055.75,3789.06,43.57,31.43,428,1001,1,,
2005999,1721637164, 2024/7/22 8:32:44,49.66,31.24,330.38,2055.75,3789.06,43.57,31.43,428,1002,1,,
2007999,1721637166, 2024/7/22 8:32:46,49.68,31.26,330.38,2055.56,3789.06,43.57,31.43,428,1003,1,,
2009999,1721637168, 2024/7/22 8:32:48,49.57,31.24,330.38,2055.75,3789.06,43.57,31.43,428,1004,1,,
2011999,1721637170, 2024/7/22 8:32:50,49.49,31.24,330.56,2055.94,3789.06,43.57,31.43,428,1005,1,,
2013999,1721637172, 2024/7/22 8:32:52,49.43,31.26,330.56,2055.94,3789.06,43.57,31.43,428,1006,1,,
2015998,1721637174, 2024/7/22 8:32:54,49.35,31.25,330.56,2056.12,3793.95,43.57,31.43,428,1007,1,,
2017998,1721637176, 2024/7/22 8:32:56,49.22,31.25,330.56,2056.12,3789.06,43.57,31.43,428,1008,1,,
2019999,1721637178, 2024/7/22 8:32:58,49.23,31.25,330.38,2055.75,3789.06,43.57,31.43,428,1009,1,,
2021999,1721637180, 2024/7/22 8:33:0,49.08,31.27,330.19,2055.75,3793.95,43.57,31.43,428,1010,1,,
2024000,1721637182, 2024/7/22 8:33:2,49.11,31.27,330.19,2055.94,3784.18,43.57,31.43,428,1011,1,,
2025999,1721637184, 2024/7/22 8:33:4,49.12,31.28,330.19,2055.94,3789.06,43.57,31.43,428,1012,1,,
2028000,1721637186, 2024/7/22 8:33:6,49.1,31.28,330.19,2055.56,3789.06,43.57,31.43,428,1013,1,,
2029999,1721637188, 2024/7/22 8:33:8,49.14,31.29,330.19,2055.56,3789.06,43.57,31.43,428,1014,1,,
2031998,1721637190, 2024/7/22 8:33:10,49.07,31.28,330.19,2055.56,3789.06,43.57,31.43,428,1015,1,,
2033999,1721637192, 2024/7/22 8:33:12,49.07,31.27,330.19,2055.56,3793.95,43.57,31.43,428,1016,1,,
2035999,1721637194, 2024/7/22 8:33:14,49,31.26,330.38,2055.37,3789.06,43.57,31.43,428,1017,1,,
2037999,1721637196, 2024/7/22 8:33:16,48.89,31.24,330.19,2055.75,3793.95,43.57,31.43,428,1018,1,,
2039999,1721637198, 2024/7/22 8:33:18,48.79,31.26,330.19,2055.75,3789.06,43.57,31.43,428,1019,1,,
2041999,1721637200, 2024/7/22 8:33:20,48.74,31.27,330,2055.94,3789.06,43.57,31.43,428,1020,1,,
2043999,1721637202, 2024/7/22 8:33:22,48.79,31.28,330,2055.94,3789.06,43.57,31.43,428,1021,1,,
2046000,1721637204, 2024/7/22 8:33:24,48.87,31.28,330,2055.75,3789.06,43.57,31.43,428,1022,1,,
2047998,1721637206, 2024/7/22 8:33:26,48.84,31.26,330.19,2055.75,3789.06,43.57,31.43,428,1023,1,,
2049999,1721637208, 2024/7/22 8:33:28,48.71,31.28,330.19,2055.75,3789.06,43.57,31.43,428,1024,1,,
2051999,1721637210, 2024/7/22 8:33:30,48.71,31.28,330.19,2055.75,3789.06,43.57,31.43,428,1025,1,,
2053999,1721637212, 2024/7/22 8:33:32,48.69,31.28,330.19,2055.94,3793.95,43.57,31.43,428,1026,1,,
2055999,1721637214, 2024/7/22 8:33:34,48.63,31.28,330.19,2055.94,3793.95,43.57,31.43,428,1027,1,,
2058000,1721637216, 2024/7/22 8:33:36,48.67,31.29,330.19,2056.12,3789.06,43.57,31.43,428,1028,1,,
2060000,1721637218, 2024/7/22 8:33:38,48.68,31.3,330.19,2055.94,3789.06,43.57,31.43,428,1029,1,,
2062000,1721637220, 2024/7/22 8:33:40,48.69,31.32,330.19,2055.94,3789.06,43.57,31.43,428,1030,1,,
2063998,1721637222, 2024/7/22 8:33:42,48.8,31.34,330.19,2056.12,3789.06,43.57,31.43,428,1031,1,,
2065999,1721637224, 2024/7/22 8:33:44,48.68,31.39,330,2054.44,3789.06,43.57,31.43,428,1032,1,,
2067999,1721637226, 2024/7/22 8:33:46,48.64,31.43,330,2055.19,3789.06,43.57,31.43,428,1033,1,,
2069999,1721637228, 2024/7/22 8:33:48,48.85,31.46,329.81,2055.56,3789.06,43.57,31.43,428,1034,1,,
2071999,1721637230, 2024/7/22 8:33:50,49.09,31.44,329.63,2055.75,3784.18,43.57,31.43,428,1035,1,,
2074000,1721637232, 2024/7/22 8:33:52,49.2,31.46,329.81,2055.94,3789.06,43.57,31.43,428,1036,1,,
2075999,1721637234, 2024/7/22 8:33:54,49.23,31.43,330,2055.75,3784.18,43.57,31.43,428,1037,1,,
2077999,1721637236, 2024/7/22 8:33:56,49.17,31.47,330,2055.75,3789.06,43.57,31.43,428,1038,1,,
2079998,1721637238, 2024/7/22 8:33:58,49.07,31.49,330.19,2055.75,3789.06,43.57,31.43,428,1039,1,,
2081999,1721637240, 2024/7/22 8:34:0,49.09,31.48,330.38,2055.94,3793.95,43.57,31.43,428,1040,1,,
2083999,1721637242, 2024/7/22 8:34:2,49.1,31.47,330.56,2056.12,3789.06,43.57,31.43,428,1041,1,,
2086000,1721637244, 2024/7/22 8:34:4,49.06,31.47,330.94,2056.31,3793.95,43.57,31.43,428,1042,1,,
2087999,1721637246, 2024/7/22 8:34:6,49.04,31.51,331.13,2056.31,3789.06,43.57,31.43,428,1043,1,,
2089999,1721637248, 2024/7/22 8:34:8,49.02,31.5,331.31,2056.5,3793.95,43.57,31.43,428,1044,1,,
2091999,1721637250, 2024/7/22 8:34:10,49.04,31.5,331.5,2056.69,3789.06,43.57,31.43,428,1045,1,,
2093999,1721637252, 2024/7/22 8:34:12,49.12,31.5,331.69,2056.87,3789.06,43.57,31.43,428,1046,1,,
2095998,1721637254, 2024/7/22 8:34:14,49.12,31.49,331.88,2056.87,3789.06,43.57,31.43,428,1047,1,,
2097999,1721637256, 2024/7/22 8:34:16,49.12,31.5,332.06,2057.25,3789.06,43.57,31.43,428,1048,1,,
2099999,1721637258, 2024/7/22 8:34:18,49.19,31.53,332.06,2057.25,3789.06,43.57,31.43,428,1049,1,,
2101999,1721637260, 2024/7/22 8:34:20,49.27,31.53,332.25,2057.62,3789.06,43.57,31.43,428,1050,1,,
2104000,1721637262, 2024/7/22 8:34:22,49.29,31.54,332.44,2057.44,3793.95,43.57,31.43,428,1051,1,,
2105999,1721637264, 2024/7/22 8:34:24,49.44,31.56,332.44,2057.44,3793.95,43.57,31.43,428,1052,1,,
2107999,1721637266, 2024/7/22 8:34:26,49.48,31.59,332.63,2057.44,3793.95,43.57,31.43,428,1053,1,,
2109999,1721637268, 2024/7/22 8:34:28,49.54,31.58,332.81,2057.62,3789.06,43.57,31.43,428,1054,1,,
2111998,1721637270, 2024/7/22 8:34:30,49.56,31.6,332.81,2057.81,3793.95,43.57,31.43,428,1055,1,,
2113999,1721637272, 2024/7/22 8:34:32,49.42,31.59,333,2057.44,3789.06,43.57,31.43,428,1056,1,,
2115998,1721637274, 2024/7/22 8:34:34,49.29,31.57,333.19,2057.44,3789.06,43.57,31.43,428,1057,1,,
2118000,1721637276, 2024/7/22 8:34:36,49.47,31.6,333.19,2057.62,3789.06,43.57,31.43,428,1058,1,,
2119999,1721637278, 2024/7/22 8:34:38,49.55,31.6,333.38,2057.62,3793.95,43.57,31.43,428,1059,1,,
2121999,1721637280, 2024/7/22 8:34:40,49.48,31.58,333.56,2057.81,3789.06,43.57,31.43,428,1060,1,,
2123999,1721637282, 2024/7/22 8:34:42,49.42,31.62,333.56,2057.81,3789.06,43.57,31.43,428,1061,1,,
2125999,1721637284, 2024/7/22 8:34:44,49.29,31.64,333.75,2058,3784.18,43.57,31.43,428,1062,1,,
2127998,1721637286, 2024/7/22 8:34:46,49.2,31.62,333.75,2058.19,3789.06,43.57,31.43,428,1063,1,,
2129999,1721637288, 2024/7/22 8:34:48,49.25,31.64,333.94,2058.37,3793.95,43.57,31.43,428,1064,1,,
2131999,1721637290, 2024/7/22 8:34:50,49.19,31.65,333.94,2058.37,3789.06,43.57,31.43,428,1065,1,,
2134000,1721637292, 2024/7/22 8:34:52,49.12,31.66,334.13,2058.37,3793.95,43.57,31.43,428,1066,1,,
2135999,1721637294, 2024/7/22 8:34:54,48.74,31.64,334.13,2058.37,3789.06,43.57,31.43,428,1067,1,,
2137999,1721637296, 2024/7/22 8:34:56,48.51,31.65,334.13,2058.56,3789.06,43.57,31.43,428,1068,1,,
2140000,1721637298, 2024/7/22 8:34:58,48.35,31.68,334.31,2058.75,3789.06,43.57,31.43,428,1069,1,,
2141999,1721637300, 2024/7/22 8:35:0,48.37,31.65,334.31,2058.75,3789.06,43.57,31.43,428,1070,1,,
2144000,1721637302, 2024/7/22 8:35:2,48.25,31.65,334.88,2059.12,3769.53,43.57,31.85,428,1071,1,,
2145999,1721637304, 2024/7/22 8:35:4,48.09,31.67,334.88,2059.31,3676.76,43.57,31.85,428,1072,1,,
2147999,1721637306, 2024/7/22 8:35:6,48.06,31.63,334.88,2059.31,3676.76,43.57,31.85,428,1073,1,,
2149999,1721637308, 2024/7/22 8:35:8,48.18,31.7,335.06,2059.5,3676.76,43.57,31.85,428,1074,1,,
2151999,1721637310, 2024/7/22 8:35:10,48.3,31.7,335.06,2059.69,3676.76,43.57,31.85,428,1075,1,,
2153999,1721637312, 2024/7/22 8:35:12,48.22,31.68,335.25,2059.69,3681.64,43.57,31.85,428,1076,1,,
2155999,1721637314, 2024/7/22 8:35:14,48.17,31.68,335.25,2059.69,3686.52,43.57,31.85,428,1077,1,,
2157999,1721637316, 2024/7/22 8:35:16,48.05,31.67,334.88,2059.31,3793.95,43.57,31.85,428,1078,1,,
2160000,1721637318, 2024/7/22 8:35:18,48.02,31.67,335.06,2059.5,3789.06,43.57,31.85,428,1079,1,,
2161999,1721637320, 2024/7/22 8:35:20,47.93,31.69,335.06,2059.69,3789.06,43.57,31.85,428,1080,1,,
2164000,1721637322, 2024/7/22 8:35:22,47.84,31.71,335.06,2059.69,3789.06,42.23,31.85,439,1081,1,,
2165999,1721637324, 2024/7/22 8:35:24,47.85,31.72,335.06,2059.69,3793.95,42.23,31.85,439,1082,1,,
2167999,1721637326, 2024/7/22 8:35:26,47.78,31.71,335.25,2059.5,3789.06,42.23,31.85,439,1083,1,,
2170000,1721637328, 2024/7/22 8:35:28,47.75,31.72,335.25,2059.69,3793.95,42.23,31.85,439,1084,1,,
2171999,1721637331, 2024/7/22 8:35:31,47.81,31.72,335.25,2059.87,3793.95,42.23,31.85,439,1085,1,,
2173999,1721637333, 2024/7/22 8:35:33,47.96,31.7,335.25,2060.06,3789.06,42.23,31.85,439,1086,1,,
2176000,1721637335, 2024/7/22 8:35:35,48.02,31.72,335.25,2060.06,3789.06,42.23,31.85,439,1087,1,,
2177998,1721637337, 2024/7/22 8:35:37,48,31.73,335.25,2060.25,3793.95,42.23,31.85,439,1088,1,,
2179998,1721637339, 2024/7/22 8:35:39,48.01,31.72,335.44,2060.44,3793.95,42.23,31.85,439,1089,1,,
2181999,1721637341, 2024/7/22 8:35:41,48.07,31.71,335.63,2060.62,3793.95,42.23,31.85,439,1090,1,,
2183999,1721637343, 2024/7/22 8:35:43,48.02,31.73,335.63,2060.81,3789.06,42.23,31.85,439,1091,1,,
2185999,1721637345, 2024/7/22 8:35:45,48.15,31.73,335.63,2061,3789.06,42.23,31.85,439,1092,1,,
2188000,1721637347, 2024/7/22 8:35:47,48.22,31.74,335.44,2061,3789.06,42.23,31.85,439,1093,1,,
2189999,1721637349, 2024/7/22 8:35:49,48.27,31.73,335.44,2061.19,3789.06,42.23,31.85,439,1094,1,,
2191998,1721637351, 2024/7/22 8:35:51,48.28,31.76,335.25,2061.37,3793.95,42.23,31.85,439,1095,1,,
2193998,1721637353, 2024/7/22 8:35:53,48.29,31.74,335.44,2061.56,3789.06,42.23,31.85,439,1096,1,,
2195999,1721637355, 2024/7/22 8:35:55,48.27,31.77,335.44,2061.75,3789.06,42.23,31.85,439,1097,1,,
2197998,1721637357, 2024/7/22 8:35:57,48.29,31.77,335.44,2061.94,3789.06,42.23,31.85,439,1098,1,,
2199999,1721637359, 2024/7/22 8:35:59,48.29,31.82,335.63,2061.75,3789.06,42.23,31.85,439,1099,1,,
2201999,1721637361, 2024/7/22 8:36:1,48.32,31.8,335.63,2061.94,3789.06,42.23,31.85,439,1100,1,,
2203999,1721637363, 2024/7/22 8:36:3,48.25,31.81,335.63,2061.94,3789.06,42.23,31.85,439,1101,1,,
2205999,1721637365, 2024/7/22 8:36:5,48.22,31.84,335.63,2062.12,3789.06,42.23,31.85,439,1102,1,,
2207998,1721637367, 2024/7/22 8:36:7,48.25,31.83,335.81,2062.12,3793.95,42.23,31.85,439,1103,1,,
2209999,1721637369, 2024/7/22 8:36:9,48.33,31.83,335.81,2062.31,3789.06,42.23,31.85,439,1104,1,,
2211999,1721637371, 2024/7/22 8:36:11,48.33,31.84,335.81,2062.69,3789.06,42.23,31.85,439,1105,1,,
2214000,1721637373, 2024/7/22 8:36:13,48.25,31.86,335.81,2062.5,3793.95,42.23,31.85,439,1106,1,,
2215998,1721637375, 2024/7/22 8:36:15,48.06,31.87,336,2062.69,3793.95,42.23,31.85,439,1107,1,,
2217999,1721637377, 2024/7/22 8:36:17,48.19,31.89,336,2062.69,3789.06,42.23,31.85,439,1108,1,,
2219999,1721637379, 2024/7/22 8:36:19,48.1,31.91,336.19,2062.87,3793.95,42.23,31.85,439,1109,1,,
2221999,1721637381, 2024/7/22 8:36:21,48.02,31.91,336.19,2062.69,3793.95,42.23,31.85,439,1110,1,,
2224000,1721637383, 2024/7/22 8:36:23,47.87,31.93,336.19,2062.69,3793.95,42.23,31.85,439,1111,1,,
2225999,1721637385, 2024/7/22 8:36:25,47.76,31.94,336.19,2062.87,3789.06,42.23,31.85,439,1112,1,,
2227999,1721637387, 2024/7/22 8:36:27,47.62,31.95,336.19,2063.06,3793.95,42.23,31.85,439,1113,1,,
2229999,1721637389, 2024/7/22 8:36:29,47.58,31.95,336.38,2063.25,3789.06,42.23,31.85,439,1114,1,,
2231999,1721637391, 2024/7/22 8:36:31,47.78,31.99,336.38,2063.25,3798.83,42.23,31.85,439,1115,1,,
2233998,1721637393, 2024/7/22 8:36:33,47.84,31.99,336.38,2063.44,3789.06,42.23,31.85,439,1116,1,,
2235999,1721637395, 2024/7/22 8:36:35,47.87,31.98,336.38,2063.81,3789.06,42.23,31.85,439,1117,1,,
2238000,1721637397, 2024/7/22 8:36:37,47.78,32.01,336.56,2064.19,3793.95,42.23,31.85,439,1118,1,,
2239998,1721637399, 2024/7/22 8:36:39,47.73,32.01,336.38,2064,3793.95,42.23,31.85,439,1119,1,,
2241998,1721637401, 2024/7/22 8:36:41,47.73,32.05,336.38,2063.81,3793.95,42.23,31.85,439,1120,1,,
2243999,1721637403, 2024/7/22 8:36:43,47.79,32.04,336.19,2064,3793.95,42.23,31.85,439,1121,1,,
2245999,1721637405, 2024/7/22 8:36:45,47.81,32.06,336.19,2064,3793.95,42.23,31.85,439,1122,1,,
2248000,1721637407, 2024/7/22 8:36:47,47.85,32.07,336.19,2064.19,3789.06,42.23,31.85,439,1123,1,,
2249999,1721637409, 2024/7/22 8:36:49,47.82,32.07,336.38,2064.37,3789.06,42.23,31.85,439,1124,1,,
2251999,1721637411, 2024/7/22 8:36:51,47.85,32.08,336.38,2064.56,3789.06,42.23,31.85,439,1125,1,,
2253999,1721637413, 2024/7/22 8:36:53,47.82,32.09,336.38,2064.75,3789.06,42.23,31.85,439,1126,1,,
2255998,1721637415, 2024/7/22 8:36:55,47.75,32.08,336.38,2064.56,3793.95,42.23,31.85,439,1127,1,,
2257999,1721637417, 2024/7/22 8:36:57,47.56,32.1,336.56,2064.75,3793.95,42.23,31.85,439,1128,1,,
2259999,1721637419, 2024/7/22 8:36:59,47.5,32.11,336.56,2064.94,3789.06,42.23,31.85,439,1129,1,,
2261999,1721637421, 2024/7/22 8:37:1,47.52,32.14,336.75,2064.94,3789.06,42.23,31.85,439,1130,1,,
2263999,1721637423, 2024/7/22 8:37:3,47.58,32.16,336.75,2064.94,3793.95,42.23,31.85,439,1131,1,,
2266000,1721637425, 2024/7/22 8:37:5,47.61,32.14,336.94,2065.12,3789.06,42.23,31.85,439,1132,1,,
2267999,1721637427, 2024/7/22 8:37:7,47.75,32.16,336.94,2065.31,3793.95,42.23,31.85,439,1133,1,,
2270000,1721637429, 2024/7/22 8:37:9,48.02,32.13,337.13,2065.31,3789.06,42.23,31.85,439,1134,1,,
2272000,1721637431, 2024/7/22 8:37:11,48.1,32.15,337.13,2065.31,3789.06,42.23,31.85,439,1135,1,,
2274000,1721637433, 2024/7/22 8:37:13,48.22,32.16,337.13,2065.31,3793.95,42.23,31.85,439,1136,1,,
2275999,1721637435, 2024/7/22 8:37:15,48.36,32.19,337.13,2065.5,3793.95,42.23,31.85,439,1137,1,,
2277999,1721637437, 2024/7/22 8:37:17,48.35,32.18,337.31,2065.69,3793.95,42.23,31.85,439,1138,1,,
2280000,1721637439, 2024/7/22 8:37:19,48.44,32.17,337.31,2065.69,3793.95,42.23,31.85,439,1139,1,,
2281999,1721637441, 2024/7/22 8:37:21,48.55,32.16,337.31,2065.87,3789.06,42.23,31.85,439,1140,1,,
2283999,1721637443, 2024/7/22 8:37:23,48.64,32.19,337.31,2065.87,3789.06,42.23,31.85,439,1141,1,,
2285999,1721637445, 2024/7/22 8:37:25,48.64,32.19,337.31,2066.06,3789.06,42.23,31.85,439,1142,1,,
2288000,1721637447, 2024/7/22 8:37:27,48.69,32.2,337.5,2066.25,3789.06,42.23,31.85,439,1143,1,,
2289999,1721637449, 2024/7/22 8:37:29,48.82,32.21,337.5,2066.25,3789.06,42.23,31.85,439,1144,1,,
2291999,1721637451, 2024/7/22 8:37:31,48.94,32.21,337.31,2066.44,3789.06,42.23,31.85,439,1145,1,,
2293999,1721637453, 2024/7/22 8:37:33,49.06,32.22,337.5,2066.62,3793.95,42.23,31.85,439,1146,1,,
2295999,1721637455, 2024/7/22 8:37:35,49.16,32.23,337.5,2067,3793.95,42.23,31.85,439,1147,1,,
2297999,1721637457, 2024/7/22 8:37:37,49.21,32.19,337.5,2067,3789.06,42.23,31.85,439,1148,1,,
2299999,1721637459, 2024/7/22 8:37:39,49.19,32.23,337.5,2067.19,3793.95,42.23,31.85,439,1149,1,,
2302000,1721637461, 2024/7/22 8:37:41,49.16,32.23,337.5,2067.19,3789.06,42.23,31.85,439,1150,1,,
2303998,1721637463, 2024/7/22 8:37:43,49.11,32.25,337.5,2067.37,3789.06,42.23,31.85,439,1151,1,,
2305998,1721637465, 2024/7/22 8:37:45,49.1,32.27,337.5,2067.37,3793.95,42.23,31.85,439,1152,1,,
2307998,1721637467, 2024/7/22 8:37:47,49.07,32.28,337.69,2067.56,3793.95,42.23,31.85,439,1153,1,,
2309999,1721637469, 2024/7/22 8:37:49,49.06,32.29,337.69,2067.56,3789.06,42.23,31.85,439,1154,1,,
2311999,1721637471, 2024/7/22 8:37:51,49.08,32.29,337.88,2067.94,3789.06,42.23,31.85,439,1155,1,,
2314000,1721637473, 2024/7/22 8:37:53,48.93,32.28,337.88,2067.94,3793.95,42.23,31.85,439,1156,1,,
2315999,1721637475, 2024/7/22 8:37:55,48.89,32.31,337.88,2067.94,3793.95,42.23,31.85,439,1157,1,,
2317999,1721637477, 2024/7/22 8:37:57,48.81,32.32,337.88,2067.94,3789.06,42.23,31.85,439,1158,1,,
2320000,1721637479, 2024/7/22 8:37:59,48.71,32.34,337.88,2067.94,3793.95,42.23,31.85,439,1159,1,,
2321999,1721637481, 2024/7/22 8:38:1,48.59,32.33,337.88,2067.94,3793.95,42.23,31.85,439,1160,1,,
2323999,1721637483, 2024/7/22 8:38:3,48.45,32.32,338.44,2068.5,3774.41,42.23,32.4,439,1161,1,,
2325999,1721637485, 2024/7/22 8:38:5,48.39,32.32,338.25,2068.5,3676.76,42.23,32.4,439,1162,1,,
2327999,1721637487, 2024/7/22 8:38:7,48.35,32.33,338.25,2068.87,3676.76,42.23,32.4,439,1163,1,,
2329999,1721637489, 2024/7/22 8:38:9,48.37,32.32,338.25,2068.87,3676.76,42.23,32.4,439,1164,1,,
2332000,1721637491, 2024/7/22 8:38:11,48.37,32.36,338.25,2069.25,3676.76,42.23,32.4,439,1165,1,,
2334000,1721637493, 2024/7/22 8:38:13,48.29,32.33,338.25,2069.06,3686.52,42.23,32.4,439,1166,1,,
2335998,1721637495, 2024/7/22 8:38:15,47.97,32.33,338.25,2069.06,3686.52,42.23,32.4,439,1167,1,,
2337999,1721637497, 2024/7/22 8:38:17,47.81,32.34,337.88,2068.69,3793.95,42.23,32.4,439,1168,1,,
2339999,1721637499, 2024/7/22 8:38:19,47.64,32.37,337.88,2068.87,3793.95,42.23,32.4,439,1169,1,,
2341999,1721637501, 2024/7/22 8:38:21,47.6,32.36,337.88,2069.06,3793.95,42.23,32.4,439,1170,1,,
2344000,1721637503, 2024/7/22 8:38:23,47.56,32.34,337.88,2069.06,3793.95,42.55,32.4,428,1171,1,,
2345999,1721637505, 2024/7/22 8:38:25,47.57,32.38,337.88,2069.25,3793.95,42.55,32.4,428,1172,1,,
2347999,1721637507, 2024/7/22 8:38:27,47.66,32.39,337.88,2069.25,3793.95,42.55,32.4,428,1173,1,,
2349999,1721637509, 2024/7/22 8:38:29,47.71,32.39,337.69,2069.25,3798.83,42.55,32.4,428,1174,1,,
2352000,1721637511, 2024/7/22 8:38:31,47.52,32.38,337.69,2069.44,3789.06,42.55,32.4,428,1175,1,,
2353998,1721637513, 2024/7/22 8:38:33,47.45,32.38,337.69,2069.62,3793.95,42.55,32.4,428,1176,1,,
2355999,1721637515, 2024/7/22 8:38:35,47.45,32.37,337.69,2069.62,3789.06,42.55,32.4,428,1177,1,,
2357999,1721637517, 2024/7/22 8:38:37,47.4,32.39,337.69,2069.62,3793.95,42.55,32.4,428,1178,1,,
2359999,1721637519, 2024/7/22 8:38:39,47.32,32.4,337.69,2069.81,3793.95,42.55,32.4,428,1179,1,,
2362000,1721637521, 2024/7/22 8:38:41,47.28,32.42,337.88,2070,3789.06,42.55,32.4,428,1180,1,,
2364000,1721637523, 2024/7/22 8:38:43,47.33,32.42,337.88,2070,3793.95,42.55,32.4,428,1181,1,,
2366000,1721637525, 2024/7/22 8:38:45,47.4,32.44,337.88,2070,3793.95,42.55,32.4,428,1182,1,,
2367998,1721637527, 2024/7/22 8:38:47,47.47,32.45,337.88,2070,3789.06,42.55,32.4,428,1183,1,,
2369999,1721637529, 2024/7/22 8:38:49,47.58,32.42,338.06,2070.19,3793.95,42.55,32.4,428,1184,1,,
2371999,1721637531, 2024/7/22 8:38:51,47.7,32.46,338.06,2070.19,3793.95,42.55,32.4,428,1185,1,,
2374000,1721637533, 2024/7/22 8:38:53,47.54,32.46,338.06,2070.37,3789.06,42.55,32.4,428,1186,1,,
2376000,1721637535, 2024/7/22 8:38:55,47.36,32.46,338.06,2070.37,3793.95,42.55,32.4,428,1187,1,,
2378000,1721637537, 2024/7/22 8:38:57,47.2,32.48,338.06,2070.37,3793.95,42.55,32.4,428,1188,1,,
2380000,1721637539, 2024/7/22 8:38:59,47.13,32.49,338.06,2070.75,3793.95,42.55,32.4,428,1189,1,,
2381999,1721637541, 2024/7/22 8:39:1,47.16,32.5,338.06,2070.75,3793.95,42.55,32.4,428,1190,1,,
2384000,1721637543, 2024/7/22 8:39:3,47.31,32.51,338.25,2070.94,3793.95,42.55,32.4,428,1191,1,,
2385998,1721637545, 2024/7/22 8:39:5,47.31,32.52,338.25,2070.94,3789.06,42.55,32.4,428,1192,1,,
2387999,1721637547, 2024/7/22 8:39:7,47.23,32.54,338.25,2070.94,3789.06,42.55,32.4,428,1193,1,,
2389999,1721637549, 2024/7/22 8:39:9,47.07,32.52,338.25,2071.12,3793.95,42.55,32.4,428,1194,1,,
2391999,1721637551, 2024/7/22 8:39:11,46.97,32.55,338.25,2071.12,3789.06,42.55,32.4,428,1195,1,,
2393999,1721637553, 2024/7/22 8:39:13,47.01,32.54,338.25,2071.31,3793.95,42.55,32.4,428,1196,1,,
2395999,1721637555, 2024/7/22 8:39:15,47.05,32.58,338.06,2071.5,3789.06,42.55,32.4,428,1197,1,,
2397999,1721637557, 2024/7/22 8:39:17,46.88,32.56,338.06,2071.5,3793.95,42.55,32.4,428,1198,1,,
2400000,1721637559, 2024/7/22 8:39:19,46.77,32.57,338.06,2071.5,3793.95,42.55,32.4,428,1199,1,,
2401999,1721637561, 2024/7/22 8:39:21,46.8,32.56,338.06,2071.69,3793.95,42.55,32.4,428,1200,1,,
2403999,1721637563, 2024/7/22 8:39:23,46.77,32.57,338.06,2071.87,3789.06,42.55,32.4,428,1201,1,,
2405999,1721637565, 2024/7/22 8:39:25,46.72,32.58,338.06,2072.06,3789.06,42.55,32.4,428,1202,1,,
2407999,1721637567, 2024/7/22 8:39:27,46.7,32.59,338.06,2072.06,3789.06,42.55,32.4,428,1203,1,,
2410000,1721637569, 2024/7/22 8:39:29,46.72,32.59,338.06,2072.25,3793.95,42.55,32.4,428,1204,1,,
2411999,1721637571, 2024/7/22 8:39:31,46.77,32.6,338.06,2072.44,3789.06,42.55,32.4,428,1205,1,,
2414000,1721637573, 2024/7/22 8:39:33,46.98,32.61,338.06,2072.25,3793.95,42.55,32.4,428,1206,1,,
2415998,1721637575, 2024/7/22 8:39:35,47.08,32.64,338.25,2072.44,3798.83,42.55,32.4,428,1207,1,,
2417998,1721637577, 2024/7/22 8:39:37,47.02,32.66,338.25,2072.62,3793.95,42.55,32.4,428,1208,1,,
2420000,1721637579, 2024/7/22 8:39:39,46.94,32.66,338.25,2072.62,3793.95,42.55,32.4,428,1209,1,,
2421999,1721637581, 2024/7/22 8:39:41,46.92,32.67,338.25,2072.81,3793.95,42.55,32.4,428,1210,1,,
2424000,1721637583, 2024/7/22 8:39:43,46.88,32.67,338.25,2072.81,3789.06,42.55,32.4,428,1211,1,,
2425999,1721637585, 2024/7/22 8:39:45,46.8,32.67,338.25,2073,3793.95,42.55,32.4,428,1212,1,,
2427999,1721637587, 2024/7/22 8:39:47,46.81,32.69,338.44,2073.19,3789.06,42.55,32.4,428,1213,1,,
2429999,1721637589, 2024/7/22 8:39:49,46.92,32.71,338.44,2073.19,3793.95,42.55,32.4,428,1214,1,,
2432000,1721637591, 2024/7/22 8:39:51,46.96,32.71,338.44,2073.19,3793.95,42.55,32.4,428,1215,1,,
2433999,1721637593, 2024/7/22 8:39:53,47.04,32.71,338.44,2073.19,3793.95,42.55,32.4,428,1216,1,,
2435999,1721637595, 2024/7/22 8:39:55,46.81,32.71,338.25,2072.81,3793.95,42.55,32.4,428,1217,1,,
2437999,1721637597, 2024/7/22 8:39:57,46.74,32.7,338.25,2072.81,3789.06,42.55,32.4,428,1218,1,,
2439999,1721637599, 2024/7/22 8:39:59,46.85,32.72,338.06,2072.81,3793.95,42.55,32.4,428,1219,1,,
2441999,1721637601, 2024/7/22 8:40:1,46.72,32.73,338.06,2073.19,3793.95,42.55,32.4,428,1220,1,,
2444000,1721637603, 2024/7/22 8:40:3,46.62,32.74,337.88,2073.37,3793.95,42.55,32.4,428,1221,1,,
2445999,1721637605, 2024/7/22 8:40:5,46.69,32.76,337.69,2073.37,3793.95,42.55,32.4,428,1222,1,,
2447998,1721637607, 2024/7/22 8:40:7,46.77,32.78,337.69,2073.37,3789.06,42.55,32.4,428,1223,1,,
2449999,1721637609, 2024/7/22 8:40:9,46.91,32.77,337.88,2073.37,3793.95,42.55,32.4,428,1224,1,,
